x	LabelValueMeaning	Referentiel	url	TypeConceptualDomain	FormatConceptualDomain	IdDataElementConcept	ConceptualDomain	ObjectClass	ObjectProperty	DataElementConcept
ICD3:8583/1	Thymoma, type B1, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8583/3	Thymoma, type B1, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8584/1	Thymoma, type B2, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8584/3	Thymoma, type B2, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8585/1	Thymoma, type B3, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8585/3	Thymoma, type B3, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8586/3	Thymic carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8587/0	Ectopic hamartomatous thymoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8588/3	Spindle epithelial tumor with thymus-like element	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8589/3	Carcinoma showing thymus-like element	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8590/1	Sex cord-gonadal stromal tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8591/1	Sex cord-gonadal stromal tumor, incompletely differentiated	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8592/1	Sex cord-gonadal stromal tumor, mixed forms	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8593/1	Stromal tumor with minor sex cord elements	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8600/0	Thecoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8600/3	Thecoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8601/0	Thecoma, luteinized	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8602/0	Sclerosing stromal tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8610/0	Luteoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8620/1	Granulosa cell tumor, adult type	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8620/3	Granulosa cell tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8621/1	Granulosa cell-theca cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8622/1	Granulosa cell tumor, juvenile	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8623/1	Sex cord tumor with annular tubules	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8630/0	Androblastoma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8630/1	Androblastoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8630/3	Androblastoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8631/0	Sertoli-Leydig cell tumor, well differentiated	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8631/1	Sertoli-Leydig cell tumor of intermediate differentiation	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8631/3	Sertoli-Leydig cell tumor, poorly differentiated	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8632/1	Gynandroblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8633/1	Sertoli-Leydig cell tumor, retiform	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8634/1	Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8634/3 8634/3	Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8640/1	Sertoli cell tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8640/3	Sertoli cell carcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8641/0	Sertoli cell tumor with lipid storage	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8642/1	Large cell calcifying Sertoli cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8650/0	Leydig cell tumor, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8650/1	Leydig cell tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8650/3	Leydig cell tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8660/0	Hilus cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8670/0	Lipid cell tumor of ovary	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8670/3	Steroid cell tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8671/0	Adrenal rest tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8680/0	Paraganglioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8680/1	Paraganglioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8680/3	Paraganglioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8681/1	Sympathetic paraganglioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8682/1	Parasympathetic paraganglioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8683/0	Gangliocytic paraganglioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8690/1	Glomus jugulare tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8691/1	Aortic body tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8692/1	Carotid body tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8693/1	Extra-adrenal paraganglioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8693/3	Extra-adrenal paraganglioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8700/0	Pheochromocytoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8700/3	Pheochromocytoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8710/3	Glomangiosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8711/0	Glomus tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8711/3	Glomus tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8712/0	Glomangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8713/0	Glomangiomyoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8720/0	Pigmented nevus, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8720/2	Melanoma in situ	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8720/3	Malignant melanoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8721/3	Nodular melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8722/0	Balloon cell nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8722/3	Balloon cell melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8723/0	Halo nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8723/3	Malignant melanoma, regressing	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8725/0	Neuronevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8726/0	Magnocellular nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8727/0	Dysplastic nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8728/0	Diffuse melanocytosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8728/1	Meningeal melanocytoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8728/3	Meningeal melanomatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8730/0	Nonpigmented nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8730/3	Amelanotic melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8740/0	Junctional nevus, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8740/3	Malignant melanoma in junctional nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8741/2	Precancerous melanosis, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8741/3	Malignant melanoma in precancerous melanosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8742/2	Lentigo maligna	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8742/3	Lentigo maligna melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8743/3	Superficial spreading melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8744/3	Acral lentiginous melanoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8745/3	Desmoplastic melanoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8746/3	Mucosal lentiginous melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8750/0	Intradermal nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8760/0	Compound nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8761/0	Small congenital nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8761/1	Giant pigmented nevus, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8761/3	Malignant melanoma in giant pigmented nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8762/1	Proliferative dermal lesion in congenital nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8770/0	Epithelioid and spindle cell nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8770/3	Mixed epithelioid and spindle cell melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8771/0	Epithelioid cell nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8771/3	Epithelioid cell melanoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8772/0	Spindle cell nevus, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8772/3	Spindle cell melanoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8773/3	Spindle cell melanoma, type A	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8774/3	Spindle cell melanoma, type B	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8780/0	Blue nevus, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8780/3	Blue nevus, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8790/0	Cellular blue nevus	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8800/0	Soft tissue tumor, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8800/3	Sarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8800/9	Sarcomatosis, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8801/3	Spindle cell sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8802/3	Giant cell sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8803/3	Small cell sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8804/3	Epithelioid sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8805/3	Undifferentiated sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8806/3	Desmoplastic small round cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8810/0	Fibroma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8810/1	Cellular fibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8810/3	Fibrosarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8811/0	Fibromyxoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8811/3	Fibromyxosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8812/0	Periosteal fibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8812/3	Periosteal fibrosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8813/0	Fascial fibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8813/3	Fascial fibrosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8814/3	Infantile fibrosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8815/0	Solitary fibrous tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8815/3	Solitary fibrous tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8820/0	Elastofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8821/1	Aggressive fibromatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8822/1	Abdominal fibromatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8823/0	Desmoplastic fibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8824/0	Myofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8824/1	Myofibromatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8825/0	Myofibroblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8825/1	Myofibroblastic tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8826/0	Angiomyofibroblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8827/1	Myofibroblastic tumor, peribronchial	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8830/0	Benign fibrous histiocytoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8830/1	Atypical fibrous histiocytoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8830/3	Malignant fibrous histiocytoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8831/0	Histiocytoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8832/0	Dermatofibroma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8832/3	Dermatofibrosarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8833/3	Pigmented dermatofibrosarcoma protuberans	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8834/1	Giant cell fibroblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8835/1	Plexiform fibrohistiocytic tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8836/1	Angiomatoid fibrous histiocytoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8840/0	Myxoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8840/3	Myxosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8841/1	Angiomyxoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8842/0	Ossifying fibromyxoid tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8850/0	Lipoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8850/1	Atypical lipoma/j	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8850/3	Liposarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8936/0	Gastrointestinal stromal tumor, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8936/1	Gastrointestinal stromal tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8936/3	Gastrointestinal stromal sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8940/0	Pleomorphic adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8940/3	Mixed tumor, malignant, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8941/3	Carcinoma in pleomorphic adenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8950/3	Mullerian mixed tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8951/3	Mesodermal mixed tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8959/0	Benign cystic nephroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8959/1	Cystic partially differentiated nephroblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8959/3	Malignant cystic nephroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8960/1	Mesoblastic nephroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8960/3	Nephroblastoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8963/3	Malignant rhabdoid tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8964/3	Clear cell sarcoma of kidney	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8965/0	Nephrogenic adenofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8966/0	Renomedullary interstitial cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8967/0	Ossifying renal tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8970/3	Hepatoblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8971/3	Pancreatoblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8972/3	Pulmonary blastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8973/3	Pleuropulmonary blastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8974/1	Sialoblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8980/3	Carcinosarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8981/3	Carcinosarcoma, embryonal	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8982/0	Myoepithelioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8982/3	Malignant myoepithelioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8983/0	Adenomyoepithelioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8990/0	Mesenchymoma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8990/1	Mesenchymoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8990/3	Mesenchymoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:8991/3	Embryonal sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9000/0	Brenner tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9000/1	Brenner tumor, borderline malignancy	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9000/3	Brenner tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9010/0	Fibroadenoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9011/0	Intracanalicular fibroadenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9012/0	Pericanalicular fibroadenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9013/0	Adenofibroma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9014/0	Serous adenofibroma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9014/1	Serous adenofibroma of borderline malignancy	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9014/3	Serous adenocarcinofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9015/0	Mucinous adenofibroma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9015/1	Mucinous adenofibroma of borderline malignancy	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9015/3	Mucinous adenocarcinofibroma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9016/0	Giant fibroadenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9020/0	Phyllodes tumor, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9020/1	Phyllodes tumor, borderline	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9020/3	Phyllodes tumor, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9030/0	Juvenile fibroadenoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9040/0	Synovioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9040/3	Synovial sarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9041/3	Synovial sarcoma, spindle cell	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9042/3	Synovial sarcoma, epithelioid cell	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9043/3	Synovial sarcoma, biphasic	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9044/3	Clear cell sarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9050/0	Mesothelioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9050/3	Mesothelioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9051/0	Fibrous mesothelioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9051/3	Fibrous mesothelioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9052/0	Epithelioid mesothelioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9052/3	Epithelioid mesothelioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9053/3	Mesothelioma, biphasic, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9054/0	Adenomatoid tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9055/0	Multicystic mesothelioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9055/1	Cystic mesothelioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9060/3	Dysgerminoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9061/3	Seminoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9062/3	Seminoma, anaplastic	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9063/3	Spermatocytic seminoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9064/2	Intratubular malignant germ cells	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9064/3	Germinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9065/3	Germ cell tumor, nonseminomatous	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9070/3	Embryonal carcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9071/3	Yolk sac tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9072/3	Polyembryoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9073/1	Gonadoblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9080/0	Teratoma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9080/1	Teratoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9080/3	Teratoma, malignant, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9081/3	Teratocarcinoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9082/3	Malignant teratoma, undifferentiated	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9083/3	Malignant teratoma, intermediate	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9084/0	Dermoid cyst, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9084/3	Teratoma with malignant transformation	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9085/3	Mixed germ cell tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9090/0	Struma ovarii, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9090/3	Struma ovarii, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9091/1	Strumal carcinoid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9100/0	Hydatidiform mole, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9100/1	Invasive hydatidiform mole	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9100/3	Choriocarcinoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9101/3	Choriocarcinoma combined with other germ cell elements	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9102/3	Malignant teratoma, trophoblastic	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9103/0	Partial hydatidiform mole	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9104/1	Placental site trophoblastic tumor	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9105/3	Trophoblastic tumor, epithelioid	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9110/0	Mesonephroma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9110/1	Mesonephric tumor, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9110/3	Mesonephroma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9120/0	Hemangioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9120/3	Hemangiosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9121/0	Cavernous hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9122/0	Venous hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9123/0	Racemose hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9124/3	Kupffer cell sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9125/0	Epithelioid hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9130/0	Hemangioendothelioma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9130/1	Hemangioendothelioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9130/3	Hemangioendothelioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9131/0	Capillary hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9132/0	Intramuscular hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9133/1	Epithelioid hemangioendothelioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9133/3	Epithelioid hemangioendothelioma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9135/1	Endovascular papillary angioendothelioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9136/1	Spindle cell hemangioendothelioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9140/3	Kaposi sarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9141/0	Angiokeratoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9142/0	Verrucous keratotic hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9150/0	Hemangiopericytoma, benign	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9150/1	Hemangiopericytoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9150/3	Hemangiopericytoma, malignant	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9160/0	Angiofibroma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9161/0	Acquired tufted hemangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9161/1	Hemangioblastoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9170/0	Lymphangioma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9170/3	Lymphangiosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9171/0	Capillary lymphangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9172/0	Cavernous lymphangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9173/0	Cystic lymphangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9174/0	Lymphangiomyoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9174/1	Lymphangiomyomatosis	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9175/0	Hemolymphangioma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9180/0	Osteoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9180/3	Osteosarcoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9181/3	Chondroblastic osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9182/3	Fibroblastic osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9183/3	Telangiectatic osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9184/3	Osteosarcoma in Paget disease of bone	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9185/3	Small cell osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9186/3	Central osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9187/3	Intraosseous well differentiated osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9191/0	Osteoid osteoma, NOS	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9192/3	Parosteal osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
ICD3:9193/3	Periosteal osteosarcoma	ICD3		Enumerated	String		ICD3:morphology			
